Barrio_Localidad,CANTIDAD_HURTOS,Domingo,Jueves,Lunes,Martes,Miércoles,Sábado,Viernes,TP27_PERSO,TP9_1_USO,TP9_3_1_NO,TP9_3_2_NO,TP9_3_3_NO,TP9_3_4_NO,TP9_3_5_NO,TP9_3_6_NO,TP9_3_7_NO,TP9_3_8_NO,TP9_3_9_NO,TP9_3_10_N,TP9_3_99_N,Num_Colegios,Num_Cai,Distancia_CAI
ALTAMAR-KENNEDY,17,1,4,1,2,2,3,4,2981.0,917.0,3.0,34.0,24.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,869.2668853035514
ALTAMIRA CHIQUITA-SAN CRISTÓBAL,15,3,1,2,5,2,0,2,3113.0,837.0,0.0,19.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.4511224836622
ALTAMIRA-SAN CRISTÓBAL,64,9,13,7,3,10,9,13,1943.0,596.0,0.0,15.0,2.0,0.0,0.0,16.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,532.5865786733373
ALTAMIRA-SUBA,5,0,1,1,0,1,0,2,447.0,170.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.8236643313835
ALTO DE LA TOMA-SUBA,2,1,0,1,0,0,0,0,72.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.4719202256593
ALTOS DE BELLAVISTA-CHAPINERO,25,6,4,2,1,2,4,6,116.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.3528453451878
ALTOS DE BETANIA III-USME,2,0,2,0,0,0,0,0,728.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1313.6591478051632
ALTOS DE CHOZICA-SUBA,34,5,4,5,4,8,5,3,414.0,140.0,0.0,2.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,946.7433043453846
ALTOS DE JALISCO-CIUDAD BOLÍVAR,15,4,3,1,0,2,3,2,5946.0,1783.0,9.0,36.0,29.0,0.0,10.0,18.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,463.43904646731596
ALTOS DE LA ESPERANZA I SECTOR-SUBA,3,0,0,1,0,0,0,2,1189.0,396.0,2.0,27.0,10.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,566.5765161586122
ALTOS DE LA SALLE-CHAPINERO,8,1,2,0,1,1,2,1,295.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.40820762224882
ALTOS DEL PINO-USME,1,0,0,0,0,1,0,0,1056.0,311.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.5756304133072
ALTOS DEL RINCON-SUBA,17,1,3,1,4,2,3,3,569.0,164.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.0580867481359
ALVARO BERNAL SEGURA-CIUDAD BOLÍVAR,5,1,1,0,0,3,0,0,1842.0,638.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,379.3764113230946
AMARUC-BOSA,1,0,0,0,0,1,0,0,886.0,245.0,4.0,10.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,778.3857605738535
AMBALEMA LOTES 2 Y 3-FONTIBÓN,1,0,1,0,0,0,0,0,98.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.453006324933
AMERICAS OCCIDENTAL IV ETAPA-KENNEDY,10,0,0,1,2,1,4,2,1865.0,582.0,3.0,10.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,544.643158710429
ANDALUCIA II SECTOR-KENNEDY,7,0,2,1,1,0,2,1,2540.0,756.0,9.0,27.0,36.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.8380361766717
ANDALUCIA-BOSA,46,7,9,8,8,7,3,4,124.0,48.0,0.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,364.90388227079774
ANDALUCIA-ENGATIVÁ,4,1,0,1,0,1,0,1,967.0,331.0,0.0,13.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,938.4903929804652
ANDALUCIA-KENNEDY,20,3,4,1,2,1,5,4,3475.0,1017.0,15.0,27.0,14.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1278.9622277340525
ANDALUCIA-USAQUÉN,26,3,8,2,5,3,3,2,6407.0,2441.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,863.4024336965224
ANTIGUO COUNTRY-CHAPINERO,596,93,78,34,54,63,165,109,4178.0,2313.0,2.0,92.0,199.0,0.0,1.0,3.0,3.0,0.0,0.0,12.0,2.0,0.0,1.0,362.3447199020388
ANTONIA SANTOS-BOSA,38,4,8,4,7,6,5,4,5460.0,1661.0,4.0,35.0,20.0,0.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,193.43037332147173
ANTONIO MORALES GALVIS-RAFAEL URIBE,18,2,2,1,4,4,4,1,747.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,917.267543091729
ARABIA-CIUDAD BOLÍVAR,26,4,4,2,6,3,4,3,2091.0,618.0,0.0,1.0,0.0,0.0,2.0,19.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,711.6607371175714
ARBOLEDA DE SUBA-SUBA,25,1,6,5,3,7,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230.1113777834366
ARBOLEDA SUR-RAFAEL URIBE,26,3,3,2,4,4,4,6,206.0,86.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.3068560573518
ARBOLETE-KENNEDY,4,2,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.6261323245342
ARBORIZADORA ALTA-CIUDAD BOLÍVAR,200,25,31,23,33,21,37,30,22011.0,6353.0,2.0,60.0,11.0,0.0,14.0,72.0,69.0,0.0,0.0,4.0,0.0,3.0,1.0,294.89796588547784
ARBORIZADORA BAJA-CIUDAD BOLÍVAR,86,10,13,13,12,13,10,15,10181.0,3112.0,6.0,67.0,27.0,0.0,5.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,275.496053265487
ARCOS DE BRITALIA-SUBA,5,1,0,0,0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.76607772484
ARGELIA II-BOSA,3,2,1,0,0,0,0,0,114.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.88761090356655
ARGELIA-BOSA,30,2,4,4,10,6,1,3,591.0,194.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,161.78640849669515
ARGELIA-KENNEDY,14,2,1,2,1,2,3,3,2172.0,689.0,63.0,57.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,757.9615367801495
ARIZONA-USME,1,0,1,0,0,0,0,0,1082.0,331.0,1.0,7.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1297.21438712371
ARMENIA-TEUSAQUILLO,155,17,31,26,20,21,18,22,2111.0,1093.0,6.0,71.0,72.0,0.0,16.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,524.6483246229384
ATAHUALPA-FONTIBÓN,78,11,10,7,10,14,12,14,7716.0,2657.0,21.0,99.0,124.0,0.0,0.0,4.0,2.0,0.0,0.0,12.0,0.0,1.0,0.0,449.5561954699632
ATANASIO GIRARDOT-SANTA FE,8,0,1,1,2,0,2,2,3430.0,1079.0,0.0,26.0,9.0,0.0,4.0,9.0,11.0,0.0,0.0,3.0,0.0,1.0,0.0,137.11850223927928
ATARDECERES DE SUBA-SUBA,1,0,1,0,0,0,0,0,911.0,332.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.8300717140701
ATENAS I-SAN CRISTÓBAL,9,1,3,3,0,1,0,1,1466.0,404.0,0.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,500.2860050801979
ATENAS-SAN CRISTÓBAL,35,8,5,5,4,6,5,2,6409.0,1818.0,5.0,66.0,32.0,1.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,290.59113362921835
ATENAS-SUBA,24,2,4,3,3,4,4,4,889.0,295.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,965.1790601790058
ATLANTA-CIUDAD BOLÍVAR,18,1,3,2,2,4,3,3,10108.0,3889.0,3.0,14.0,13.0,0.0,1.0,0.0,11.0,0.0,0.0,12.0,0.0,1.0,0.0,1329.76754913589
AURES I-SUBA,164,16,25,22,33,23,25,20,6092.0,2078.0,2.0,77.0,20.0,0.0,6.0,5.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,35.745341920188984
AURES II-SUBA,137,22,26,15,14,23,16,21,13853.0,4761.0,9.0,198.0,129.0,0.0,8.0,11.0,5.0,0.0,0.0,3.0,0.0,9.0,0.0,670.1216364303486
AUTOPISTA MEDELLIN-ENGATIVÁ,22,1,5,1,3,4,6,2,3018.0,1093.0,5.0,37.0,22.0,0.0,7.0,0.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,756.5710351644467
AVENIDA CARACAS-RAFAEL URIBE,131,12,21,17,24,24,12,21,1025.0,294.0,0.0,12.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,496.8219566013122
AVENIDA CUNDINAMARCA-KENNEDY,1,0,0,0,0,0,0,1,580.0,108.0,1.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983.9126100039007
BAHIA SOLANO-FONTIBÓN,11,0,3,2,2,2,0,2,1869.0,668.0,12.0,37.0,42.0,0.0,2.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,247.07032835921808
BALCONES DE SUBA-SUBA,9,1,0,1,1,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183.0533960937903
BALCONES DE VISTA HERMOSA-USAQUÉN,5,0,1,0,3,0,1,0,834.0,238.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.6705556937204
BANCO CENTRAL-TEUSAQUILLO,33,5,5,5,6,2,7,3,2373.0,1295.0,2.0,116.0,77.0,0.0,8.0,7.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,471.4977855733193
BANDERAS-KENNEDY,315,16,43,49,56,56,32,63,2423.0,811.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.55862236779956
BAQUERO-BARRIOS UNIDOS,46,10,6,3,6,7,5,9,2053.0,993.0,6.0,30.0,42.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,477.74168309059775
BARCELONA SUR ORIENTAL-SAN CRISTÓBAL,5,1,0,0,1,2,1,0,3094.0,976.0,1.0,34.0,10.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,198.0995946890941
BARCELONA-PUENTE ARANDA,32,2,4,5,5,9,2,5,4199.0,1339.0,21.0,72.0,67.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0,526.3775286881486
BARLOVENTO-CIUDAD BOLÍVAR,11,0,2,0,1,1,3,4,12.0,4.0,14.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,870.7346580567051
BARRANCAS ALTO-USAQUÉN,9,0,1,0,3,2,2,1,527.0,152.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.3346461196444
BARRANCAS II SECTOR-USAQUÉN,6,0,2,1,1,1,0,1,1096.0,356.0,3.0,12.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,815.3998894975771
BARRANCAS NORTE-USAQUÉN,85,8,12,10,18,12,6,19,11349.0,3610.0,11.0,31.0,39.0,0.0,6.0,1.0,7.0,0.0,0.0,1.0,0.0,4.0,0.0,661.2614431952022
BARRANCAS PERLAS DEL NORTE-USAQUÉN,4,0,0,0,1,0,1,2,4757.0,1698.0,7.0,29.0,20.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,937.453242498594
BARRANCAS-USAQUÉN,67,2,15,8,13,11,6,12,762.0,212.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1069.2998134303855
BARRANQUILLITA-KENNEDY,12,1,0,0,2,2,4,3,4194.0,1423.0,39.0,99.0,29.0,0.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,551.5710984561598
BARRANQUILLITA-USME,24,1,2,1,5,4,7,4,1307.0,415.0,0.0,14.0,14.0,0.0,0.0,12.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,718.2491243629104
BATALLON CALDAS-PUENTE ARANDA,2,0,0,1,1,0,0,0,73.0,34.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,617.7915352025115
BATAVIA-FONTIBÓN,15,1,6,1,1,3,0,3,339.0,104.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,597.1176823984415
BAVARIA TECHO II SECTOR-KENNEDY,2,0,0,0,0,1,0,1,2218.0,843.0,2.0,28.0,38.0,2.0,0.0,2.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,606.1710002320408
BELALCAZAR-TEUSAQUILLO,142,9,34,21,17,25,23,13,5442.0,2811.0,18.0,78.0,109.0,2.0,9.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,540.0452503763587
BELEN-CANDELARIA,44,4,8,11,9,4,1,7,2530.0,1205.0,5.0,117.0,58.0,1.0,3.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,259.3171414755927
BELLA ESTANCIA-CIUDAD BOLÍVAR,6,1,1,1,1,0,1,1,745.0,194.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054.0813870214588
BELLA FLOR SUR-CIUDAD BOLÍVAR,14,1,0,1,2,4,1,5,2032.0,607.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,771.4129345241781
BELLA FLOR-CIUDAD BOLÍVAR,24,2,6,4,1,4,0,7,4842.0,1562.0,1.0,2.0,6.0,1.0,9.0,47.0,6.0,0.0,0.0,15.0,0.0,1.0,0.0,674.4222173696487
BELLA SUIZA-USAQUÉN,252,12,46,28,49,58,25,34,6841.0,3721.0,0.0,19.0,104.0,39.0,2.0,1.0,11.0,0.0,0.0,5.0,0.0,1.0,0.0,308.793535172933
BELLAVISTA ALTA-USME,4,1,1,0,1,0,1,0,1407.0,441.0,2.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.456837341774
BELLAVISTA II SECTOR-USME,3,0,0,1,0,0,2,0,366.0,119.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,204.455969735143
BELLAVISTA OCCIDENTAL-ENGATIVÁ,78,7,14,13,11,10,8,15,4244.0,1434.0,17.0,70.0,68.0,0.0,7.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,773.4759467717863
BELLAVISTA SUR ORIENTAL-SAN CRISTÓBAL,19,3,4,4,3,1,1,3,715.0,234.0,0.0,13.0,10.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,906.3038489793391
BELLAVISTA-ENGATIVÁ,66,6,10,5,7,16,10,12,3832.0,1312.0,21.0,93.0,74.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,618.0409825564467
BELLAVISTA-KENNEDY,35,7,3,3,9,3,6,4,2358.0,789.0,13.0,59.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1292.7019217902418
BELLAVISTA-SUBA,7,3,0,1,0,0,1,2,52.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.3678443274825
BELLO HORIZONTE II SECTOR-SAN CRISTÓBAL,9,1,0,0,1,3,2,2,1302.0,473.0,0.0,18.0,2.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,107.3741178463964
BELLO HORIZONTE-SAN CRISTÓBAL,74,6,16,5,13,14,10,10,11774.0,3973.0,2.0,57.0,16.0,0.0,8.0,7.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,403.670961132378
BELMIRA-USAQUÉN,68,3,12,13,9,6,10,15,1075.0,386.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.481308674832
BENJAMIN HERRERA-BARRIOS UNIDOS,34,2,8,4,5,3,5,7,1655.0,603.0,33.0,239.0,174.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,501.04705457617627
BERLIN-SUBA,42,6,6,4,10,7,0,9,9743.0,3217.0,14.0,246.0,63.0,0.0,4.0,18.0,2.0,0.0,0.0,6.0,1.0,2.0,0.0,1034.5769424940565
BETANIA-BOSA,50,3,9,7,13,10,5,3,5624.0,1480.0,57.0,167.0,73.0,0.0,5.0,5.0,0.0,0.0,0.0,13.0,2.0,4.0,0.0,333.08986502621525
BOCHICA COMPARTIR-ENGATIVÁ,44,4,9,4,4,11,6,6,5093.0,1798.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,532.8057950091027
BOGOTA SECTOR TEQUENDAMA-CIUDAD BOLÍVAR,15,1,1,2,1,3,4,3,695.0,183.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,677.8084153469897
BOITA II SECTOR-KENNEDY,22,0,6,2,2,4,4,4,1626.0,568.0,3.0,28.0,15.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,348.0925320432622
BOLIVIA-ENGATIVÁ,198,19,34,20,31,35,25,34,71.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,511.01377902234134
BOLONIA-USME,19,0,2,4,3,3,3,4,68.0,23.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.25298972229
BOMBAY-KENNEDY,5,0,2,0,0,2,1,0,842.0,235.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,834.8149546020854
BONANZA SUR-CIUDAD BOLÍVAR,13,0,2,4,3,3,0,1,1197.0,290.0,1.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180.6335771459228
BOSA NOVA II SECTOR-BOSA,33,1,5,5,8,3,5,6,50.0,18.0,0.0,33.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,451.08554993850674
BOSA NOVA-BOSA,187,21,26,18,27,28,28,39,1599.0,401.0,4.0,45.0,6.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,551.7548376327933
BOSA-BOSA,1626,190,234,226,239,256,224,257,819.0,289.0,5.0,80.0,30.0,1.0,23.0,6.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,394.2688658199063
BOSQUE CALDERON TEJADA II SECTOR-CHAPINERO,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.2584078082768
BOSQUE CALDERON TEJADA-CHAPINERO,7,0,2,1,0,1,1,2,2312.0,634.0,0.0,10.0,5.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,790.6343216432449
BOSQUE CALDERON-CHAPINERO,83,12,14,5,15,12,13,12,4649.0,3079.0,0.0,53.0,44.0,0.0,3.0,1.0,4.0,1.0,0.0,11.0,0.0,1.0,0.0,569.0974891204053
BOSQUE DE GRATAMIRA-SUBA,3,0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.0117351378192
BOSQUE DE LOS PINOS-USAQUÉN,4,0,1,0,2,1,0,0,480.0,145.0,2.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.7131416243188
BOSQUE DE SAN CARLOS-RAFAEL URIBE,45,5,8,9,10,6,5,2,5057.0,1822.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,563.4220337006839
BOSQUE DE SORATAMA-USAQUÉN,2,0,0,0,0,0,2,0,935.0,343.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.1612923970772
BOSQUE EL RETIRO-CHAPINERO,3,0,2,0,0,1,0,0,154.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,671.3940521135804
BOSQUE IZQUIERDO-SANTA FE,23,1,6,2,2,6,2,4,840.0,644.0,0.0,3.0,18.0,0.0,2.0,6.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,359.3856962840589
BOSQUE POPULAR-ENGATIVÁ,240,18,44,27,35,28,51,37,5839.0,2051.0,12.0,112.0,90.0,0.0,11.0,3.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,1248.092913633672
BOSQUES DE CASTILLA-KENNEDY,44,4,7,3,6,4,8,12,2679.0,1076.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.3794921356637
BOSQUES DE KARON-CHAPINERO,2,0,0,0,1,0,1,0,90.0,32.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1394.905616085046
BOSQUES DE MARIANA-ENGATIVÁ,54,3,6,5,9,8,11,12,10412.0,3275.0,13.0,63.0,18.0,0.0,8.0,4.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,545.752619808975
BOSQUES DE NORMANDIA-ENGATIVÁ,13,2,0,2,1,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.7776816988853
BOSQUES DE SAN JORGE-SUBA,13,2,1,1,2,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.3645729838206
BOSQUES DE SAN JOSE-RAFAEL URIBE,8,0,0,2,2,1,2,1,1132.0,336.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,901.9597049583238
BOSQUES DEL PORTAL-SUBA,2,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.9157618480508
BOSQUES DEL SALITRE-TEUSAQUILLO,17,4,3,1,1,3,2,3,628.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.9305695754044
BOSTON-FONTIBÓN,20,1,2,1,4,6,2,4,5036.0,1591.0,41.0,264.0,91.0,0.0,1.0,2.0,2.0,0.0,0.0,6.0,1.0,3.0,0.0,878.7025015121069
BOYACA-ENGATIVÁ,116,5,14,21,16,15,21,24,14628.0,3845.0,143.0,446.0,238.0,0.0,12.0,8.0,2.0,1.0,0.0,20.0,0.0,4.0,0.0,863.9242890016438
BRASILIA I SECTOR-BOSA,57,4,8,4,9,13,6,13,4718.0,1422.0,10.0,119.0,47.0,0.0,9.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,58.76857024464084
BRASILIA II SECTOR-BOSA,18,1,1,3,5,2,3,3,5241.0,1646.0,10.0,105.0,35.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,355.8547454820588
BRASILIA III SECTOR-BOSA,9,1,0,0,2,2,3,1,4167.0,1636.0,21.0,41.0,12.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,654.8732524346946
BRASILIA SUR-USME,17,1,2,2,4,1,1,6,2654.0,863.0,1.0,81.0,5.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,798.7095780795279
BRAVO PAEZ-RAFAEL URIBE,91,11,12,9,15,15,10,19,3838.0,1351.0,53.0,101.0,30.0,1.0,6.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,620.8853392518366
BRAZUELOS OCCIDENTAL-CIUDAD BOLÍVAR,3,0,0,0,1,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046.4100934469695
BRAZUELOS OCCIDENTAL-USME,10,1,1,0,2,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.9688353391225
BRISAS DEL GALAN-PUENTE ARANDA,10,2,4,0,1,1,2,0,243.0,36.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0905035058513
BRISAS DEL LLANO-USME,2,0,0,0,0,1,0,1,300.0,106.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,771.3034814989053
BRISAS DEL VOLADOR-CIUDAD BOLÍVAR,13,1,0,3,2,0,4,3,718.0,257.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,726.622153190898
BRITALIA SECTOR LA MONEDA-SUBA,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.3620336180562
BUENAVISTA SURORIENTAL-SAN CRISTÓBAL,1,1,0,0,0,0,0,0,608.0,155.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,345.592091813611
BUENOS AIRES III SECTOR-CIUDAD BOLÍVAR,1,0,0,0,0,0,1,0,213.0,62.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,660.1772845670994
